Company,Company Code,Company Type,FCC SITE ID,Lattitude,Longitude,Property Address,County,City,Land Owned or Leased,Lessor/Site Owner,Map,Group,Parcel,Height,Type
"Crown Castle USA, LLC",WM000330,WM,1056207,35° 8'  60'',-85° 1'  12'',Firetower Road 7931,Hamilton,Outside,Leased,"Keasler, Anna Marie ",104,,093.00,200,lattice
"Crown Castle USA, LLC",WM000330,WM,1213442,35° 13'  48'',-85° 7'  12'',Hixson Pike 10105,Hamilton,Outside,Leased,"May, Dewey",067,,220.01,249,lattice
"Crown Castle USA, LLC",WM000330,WM,1043395,35° 4'  12'',-85° 2'  60'',Sandra Gale Drive 9750,Hamilton,Outside,Leased,"Jabaley, Charles",132,,033.00,130,monopole
"Crown Castle USA, LLC",WM000330,WM,1224057,35° 12'  36'',-85° 16'  48'',Sawyer Cemetery Road 1294,Hamilton,Outside,OWNED,"Crown Castle USA, LLC/Pinnacle Towers",072,,092.03,180,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 10'  48'',-85° 15'  36'',Teletha Ln 6540 ,Hamilton,Outside,Leased,"Holland, Jeffery Lynn",090D,A,001.00,180,monopole
"Crown Castle USA, LLC",WM000330,WM,1037150,35° 12'  0'',-85° 13'  48'',water tank on (1200 feet NE of),Hamilton,Outside,Leased,Hixson Utility District,077,,001.00,185,lattice
"Crown Castle USA, LLC",WM000330,WM,1042155,35° 7'  48'',-85° 17'  24'',Pinehurst Ave 327,Hamilton,Red Bank ,Leased,"Brewer Broadcasting of Chattanooga, Inc.",109H,B,002.00,540,Radio
"Crown Castle USA, LLC",WM000330,WM,1060544,35° 7'  48'',-85° 17'  24'',Pinehurst Ave 335,Hamilton,Red Bank ,Leased,"Brewer Broadcasting of Chattanooga, Inc.",109I,D,002.00,570,Radio
"Crown Castle USA, LLC",WM000330,WM,1270314,35° 13'  48'',-85° 11'  24'',Hyatt Road 292 ,Hamilton,Soddy Daisy,Leased,"Gibbs, Ralph & Doris",066,,045.06,152,monopole
"Crown Castle USA, LLC",WM000330,WM,1049917,35° 15'  0'',-85° 10'  12'',Sneed Road 655 ,Hamilton,Soddy Daisy,Leased,"Green, Kenneth",057,,184.01,250,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 7'  48'',-85° 19'  12'',Hampton Road 222 ,Hamilton,Walden,Leased,Media General Broadcasting,098O,E,002.00,150,monopole
"Crown Castle USA, LLC",WM000330,WM,1043393,35° 9'  36'',-85° 19'  12'',Taft Hwy 2425 ,Hamilton,Walden,Leased,WTVC-TV INC,089,,019.00,200,lattice
"Crown Castle USA, LLC",WM000330,WM,1226082,35° 23'  60'',-88° 51'  36'',Big Springs Road,Hardeman,Outside,Leased,"Sowers, Jimmy",020,,001.00,400,guyed
"Crown Castle USA, LLC",WM000330,WM,1037096,35° 12'  0'',-88° 58'  48'',Hannis Road 1770 ,Hardeman,Outside,Leased,"Pulse, Cassie Brenda",099,,001.05,400,h type
"Crown Castle USA, LLC",WM000330,WM,1043599,35° 17'  24'',-89° 1'  48'',Lucy Black Road 305 ,Hardeman,Outside,Leased,"Keller, Albert",061,,010.00,380,guyed
"Crown Castle USA, LLC",WM000330,WM,1213855,35° 2'  60'',-88° 55'  12'',Old Enon Cane 80 ,Hardeman,Outside,Leased,"Kennedy, Travis & Kenne, Barbara",171,,009.00,300,guyed
"Crown Castle USA, LLC",WM000330,WM,1218046,35° 16'  12'',-88° 2'  60'',Cerro Gordo Road,Hardin,Outside,Leased,"Kerr, Becky Hughes",061,,001.00,300,lattice
"Crown Castle USA, LLC",WM000330,WM,1205872,35° 7'  12'',-88° 15'  0'',Fisherman's Loop 55,Hardin,Outside,Leased,"Roberts, Lola & Lewis E.",125,,044.00,270,guyed
"Crown Castle USA, LLC",WM000330,WM,1037088,35° 14'  24'',-88° 10'  12'',Godwin Lane,Hardin,Outside,Leased,"Rich, Ray",073,,061.00,285,guyed
"Crown Castle USA, LLC",WM000330,WM,1037428,36° 28'  48'',-82° 53'  24'',Bass Lane 197 ,Hawkins,Outside,Leased,"Stewart, Roger & Connie",065,,023.00,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1234089,36° 34'  48'',-82° 42'  0'',Bright  Road 116,Hawkins,Outside,Leased,"Gilliam, Teresa",011,,016.06,275,lattice
"Crown Castle USA, LLC",WM000330,WM,1214767,36° 35'  24'',-82° 37'  48'',Carters Valley Road  6523,Hawkins,Outside,Leased,"Tittsworth, Albert V.",005,,028.00,250,lattice
"Crown Castle USA, LLC",WM000330,WM,99,36° 31'  12'',-82° 44'  24'',Hwy 11 West,Hawkins,Outside,Leased,"Webb, A. L.",043,,012.00,180,lattice
"Crown Castle USA, LLC",WM000330,WM,1037115,36° 24'  36'',-83° 0'  36'',Hwy 11W By-Pass,Hawkins,Outside,OWNED,"Crown Castle USA, LLC",100,,087.01,120,monopole
"Crown Castle USA, LLC",WM000330,WM,1226534,36° 14'  24'',-83° 4'  48'',Old Stage Road 125,Hawkins,Outside,Leased,"Nichols, Billy",161,,051.00,280,lattice
"Crown Castle USA, LLC",WM000330,WM,99,36° 23'  60'',-83° 0'  0'',Tuggle Hill Road 933 ,Hawkins,Outside,Leased,"Anderson, Mack & Isabel",114,,029.00,185,lattice
"Crown Castle USA, LLC",WM000330,WM,1030687,36° 32'  24'',-82° 45'  36'',Woodland Avenue 177 ,Hawkins,Outside,Leased,"Lyons, William & Lucille",030,,058.00,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1037100,36° 28'  48'',-82° 50'  24'',Hwy 11 W 3345,Hawkins,Surgoinsville,OWNED,"Crown Castle USA, LLC",054,,152.00,220,lattice
"Crown Castle USA, LLC",WM000330,WM,1043614,35° 25'  12'',-89° 23'  24'',Albright Road 1601 ,Haywood,Outside,Leased,"Wagner, James Emory",150,,003.02,400,guyed
"Crown Castle USA, LLC",WM000330,WM,1033173,35° 25'  48'',-89° 22'  48'',Albright Road and Campground Road,Haywood,Outside,Leased,"Tapp, Jeanne & Joseph H.",138,,014.02,348,guyed
"Crown Castle USA, LLC",WM000330,WM,1033172,35° 33'  36'',-89° 8'  24'',Coburn Road 3292 ,Haywood,Outside,Leased,CKMB (Tennesse Partnership) Powell,089,,023.01,340,guyed
"Crown Castle USA, LLC",WM000330,WM,1010363,35° 34'  12'',-89° 4'  48'',Hudson 800,Haywood,Outside,Leased,"Dezern, Jeannette W.",090,,013.01,285,lattice
"Crown Castle USA, LLC",WM000330,WM,1227734,35° 38'  60'',-89° 21'  36'',Hwy 19 6680,Haywood,Outside,Leased,"Mann, Pat",046,,013.05,310,guyed
"Crown Castle USA, LLC",WM000330,WM,1041178,35° 34'  48'',-89° 4'  48'',Hwy 70 East 10142,Haywood,Outside,Leased,"Robison, E.L.",090,,010.03,265,guyed
"Crown Castle USA, LLC",WM000330,WM,1041657,35° 28'  12'',-89° 16'  48'',Interstate 40 & 24 (1400f SE of),Haywood,Outside,Leased,Thomas. Thad E. & Bertha M.,122,,031.01,285,lattice
"Crown Castle USA, LLC",WM000330,WM,1041177,35° 32'  24'',-89° 13'  48'',Marvin Chapel 2968 ,Haywood,Outside,Leased,"Richardson, Clayton",094,,029.02,249,guyed
"Crown Castle USA, LLC",WM000330,WM,1058842,35° 29'  24'',-89° 16'  12'',Shepp Road 6853 ,Haywood,Outside,Leased,"Friedman, Emily",122,,004.00,310,guyed
"Crown Castle USA, LLC",WM000330,WM,1041176,35° 27'  0'',-89° 19'  12'',Stanton Koko 5211 ,Haywood,Outside,Leased,"Morris, William",132,,018.01,250,guyed
"Crown Castle USA, LLC",WM000330,WM,1037090,35° 38'  60'',-88° 26'  24'',Lexington (2.3 mi. W of),Henderson,Lexington,Leased,"Thomas, James P.",081,,039.01,280,guyed
"Crown Castle USA, LLC",WM000330,WM,1065101,35° 47'  60'',-88° 17'  60'',Farmsville Road 2070 ,Henderson,Outside,Leased,"Stokes, William A. ",009,,009.01,298,lattice
"Crown Castle USA, LLC",WM000330,WM,1043611,35° 48'  36'',-88° 23'  24'',Hale Road 55 (ST RT 22),Henderson,Outside,Leased,"Simonton, Yuvonne",011,,002.00,400,guyed
"Crown Castle USA, LLC",WM000330,WM,1043597,35° 41'  24'',-88° 27'  0'',Hwy 104 N (State Rt 104) 14180 ,Henderson,Outside,Leased,"Rhodes, Lee A.(Ollie)",072,,001.00,484,guyed
"Crown Castle USA, LLC",WM000330,WM,1213906,35° 39'  36'',-88° 25'  48'',Hwy 412 West 10296,Henderson,Outside,Leased,"Rogers, James",081,,001.00,300,lattice
"Crown Castle USA, LLC",WM000330,WM,1043609,35° 42'  36'',-88° 36'  36'',Hwy 412 West 17,Henderson,Outside,Leased,"Anderson, William L.",056,,009.01,280,lattice
"Crown Castle USA, LLC",WM000330,WM,1037085,35° 46'  48'',-88° 29'  24'',Mount Gilead Road 2500,Henderson,Outside,OWNED,"Crown Castle USA, LLC",020,,014.00,350,guyed
"Crown Castle USA, LLC",WM000330,WM,1208826,35° 30'  0'',-88° 20'  24'',Ridley Chapel Road 230 ,Henderson,Outside,Leased,"Buck, Earl D. & Betty Lou ",143,,032.00,305,lattice
"Crown Castle USA, LLC",WM000330,WM,1041180,35° 43'  48'',-88° 35'  24'',Independence Loop 2395 ,Henderson ,Lexington,Leased,"Anderson, Danny",038,,035.00,250,guyed
"Crown Castle USA, LLC",WM000330,WM,1213907,35° 42'  0'',-88° 32'  24'',Hwy 412 West 3939,Henderson ,Outside,Leased,"Scott, Bertha Mae (Vernie)",059,,059.00,310,guyed
"Crown Castle USA, LLC",WM000330,WM,1214370,35° 42'  36'',-88° 23'  24'',Pearson Lane 172,Henderson ,Outside,Leased,"RHR Investments, L.P.",062,,025.00,174,monopole
"Crown Castle USA, LLC",WM000330,WM,1030037,36° 13'  48'',-88° 30'  36'',State Hwy I40 South 4710 ,Henry,Outside,Leased,"Perry, Allen K. & Camille",141,,001.00,285,lattice
"Crown Castle USA, LLC",WM000330,WM,1037102,36° 17'  60'',-88° 20'  60'',Wood Street 1900 West,Henry,Outside,OWNED,"Crown Castle USA, LLC/Global Signal Acquisitions",105,,025.01,185,lattice
"Crown Castle USA, LLC",WM000330,WM,1037095,35° 47'  24'',-87° 27'  36'',Hwy 100 317 ,Hickman,Outside,Leased,"Harrington, John",108,,004.00,150,lattice
"Crown Castle USA, LLC",WM000330,WM,1037089,35° 51'  0'',-87° 41'  24'',R T Moore Hwy,Hickman,Outside,OWNED,"Crown Castle USA, LLC",055,,009.35,452,guyed
"Crown Castle USA, LLC",WM000330,WM,1043615,35° 55'  48'',-87° 35'  24'',SugarCreek Road W. 1793 - I-40 (North of),Hickman,Outside,Leased,"Aune, Lloyd Etux Ruth",027,,007.00,480,guyed
"Crown Castle USA, LLC",WM000330,WM,1043607,36° 19'  48'',-87° 41'  24'',Brighham Branch Road 555,Houston,Outside,Leased,"Richardson, Brian R.",020,,011.04,280,guyed
"Crown Castle USA, LLC",WM000330,WM,1057860,35° 52'  48'',-87° 43'  12'',Barren Hollow Road 4700 ,Humphreys,Outside,Leased,"Davis, Earl",151,,018.00,400,guyed
"Crown Castle USA, LLC",WM000330,WM,1010537,35° 53'  24'',-87° 47'  60'',Old Hwy 13 12460 ,Humphreys,Outside,Leased,"Rochell, Robert & Doretha June",150,,001.04,280,guyed
"Crown Castle USA, LLC",WM000330,WM,1037117,36° 5'  24'',-87° 47'  24'',Porch Reed Road 650,Humphreys,Outside,Leased,"Griffith, Jessica ",053,,115.00,260,guyed
"Crown Castle USA, LLC",WM000330,WM,1043591,35° 53'  60'',-87° 52'  12'',Roberts Creek Road 2777 ,Humphreys,Outside,Leased,"AT & T Mobility, LLC",145,,003.03,300,guyed
"Crown Castle USA, LLC",WM000330,WM,1043593,36° 6'  0'',-87° 47'  24'',Hwy 13 N 1405 ,Humphreys,Waverly,Leased,"AT & T Mobility, LLC",053J,A,005.01,240,guyed
"Crown Castle USA, LLC",WM000330,WM,1043668,36° 2'  24'',-83° 26'  24'',Hart Road 564 ,Jefferson,Dandridge,Leased,"McCoig, G. P. & Lois",057,,081.00,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1038627,35° 58'  48'',-83° 17'  24'',Bill Douglas Road 3362,Jefferson,Outside,Leased,"Byrd, Jewell",086,,021.01,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1040379,36° 0'  0'',-83° 24'  0'',Chestnut Hill Road 1600,Jefferson,Outside,Leased,"Swann, Joe A.",077,,002.00,280,lattice
"Crown Castle USA, LLC",WM000330,WM,1203600,36° 5'  24'',-83° 34'  48'',Friends Station Road 963 ,Jefferson,Outside,Leased,"Yeary, Curtis E. & Opal I",033,,037.00,250,lattice
"Crown Castle USA, LLC",WM000330,WM,1043662,36° 6'  36'',-83° 16'  48'',Main Street 1966 (Enka Hwy),Jefferson,Outside,Leased,"Coldwell, Charles & Jane",028,,038.03,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1043658,36° 4'  12'',-83° 39'  36'',Windy Hill Lane 475 ,Jefferson,Outside,Leased,"Bowen, Doyle B.",042,,015.14,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1039638,36° 3'  36'',-83° 22'  48'',Zirkle Road 1061 ,Jefferson,Outside,Leased,"Bowers, Helen ",048,,018.00,296,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 53'  24'',-84° 11'  24'',Fretz Road 727 ,Knox,Farragut,Leased,Town of Farragut,130,,074.00,160,monopole
"Crown Castle USA, LLC",WM000330,WM,1010131,35° 58'  48'',-83° 55'  12'',6th Avenue 916 N ,Knox,Knoxville,Leased,"Cooper, Carolyn Faye",082P,B,020.00,160,monopole
"Crown Castle USA, LLC",WM000330,WM,1035655,35° 59'  24'',-83° 57'  36'',Adcock Avenue 1117 (1217/CC) ,Knox,Knoxville,Leased,"Martin, W. H.  (Knoxville Family TV, Inc)",081I,A,033.00,1021,guyed
"Crown Castle USA, LLC",WM000330,WM,1038425,35° 55'  48'',-84° 0'  0'',Agnes Road 600 ,Knox,Knoxville,OWNED,"Crown Castle USA, LLC",121G,E,001.00,185,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 57'  36'',-84° 1'  12'',Amhearst Road 1779,Knox,Knoxville,Leased,"Carroll, Jim (T & C Warehouse)",106C,C,020.11,160,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  48'',-83° 57'  0'',Appleby Ridge Way 4623 ,Knox,Knoxville,Leased,"Medlin, Hall & Eddie Faye",122G,B,001.00,160,monopole
"Crown Castle USA, LLC",WM000330,WM,1043664,35° 58'  48'',-83° 52'  48'',Boyds Bridge Pike 2651 ,Knox,Knoxville,Leased,Howell Nursuries,082N,J,009.00,125,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 4'  12'',Bridgewater Road 211 ,Knox,Knoxville,Leased,West Knox Baptist Church,119L,A,016.00,116,monopole
"Crown Castle USA, LLC",WM000330,WM,1010125,36° 0'  36'',-83° 51'  36'',Burns Road 534 N. ,Knox,Knoxville,Leased,"Pittenger, Frank H.",071I,B,019.00,159,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 10'  48'',Campbell Station Road 1990,Knox,Knoxville,Leased,Freedom Fellowship Christian Church,117,,020.00,195,monopole
"Crown Castle USA, LLC",WM000330,WM,1037154,36° 0'  36'',-83° 50'  60'',Chilhowee Dr. 506 N. ,Knox,Knoxville,Leased,Southdown Inc. d/b/a Dixie Ce,060,,153.01,175,lattice
"Crown Castle USA, LLC",WM000330,WM,1010129,35° 56'  24'',-83° 54'  36'',Churchland Street 128 ,Knox,Knoxville,Leased,"Massey, Randy",109P,F,043.00,160,lattice
"Crown Castle USA, LLC",WM000330,WM,1230336,35° 58'  48'',-83° 56'  24'',Davanna Street 1725,Knox,Knoxville,Leased,Springdale Partnership (C/O DHC),081K,A,001.00,190,monopole
"Crown Castle USA, LLC",WM000330,WM,1043648,35° 58'  12'',-84° 10'  48'',Dogwood Road 10657 ,Knox,Knoxville,Leased,"Bailey, John H.",089,,150.00,276,lattice
"Crown Castle USA, LLC",WM000330,WM,99,36° 2'  24'',-83° 52'  48'',East Towne Circle 3102 ,Knox,Knoxville,Leased,"Simpson, Evelyn S.(New York Life Ins. Co)",059,,008.02,125,monopole
"Crown Castle USA, LLC",WM000330,WM,1040380,36° 6'  36'',-83° 58'  12'',Ellis Lane 8925B,Knox,Knoxville,Leased,"Faulkner, Coy",018,,181.11,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1043646,35° 58'  12'',-83° 57'  0'',Eubanks Road 123 ,Knox,Knoxville,Leased,"Cooper, Carolyn Faye (Hand Partnership)",094J,D,047.00,160,monopole
"Crown Castle USA, LLC",WM000330,WM,99,36° 0'  36'',-83° 57'  36'',Fennel Road 4608 ,Knox,Knoxville,Leased,"Fennell Park, LLC",069I,A,028.01,140,lattice
"Crown Castle USA, LLC",WM000330,WM,99,36° 1'  12'',-83° 55'  12'',Greenway Dr 2637A (Greenway),Knox,Knoxville,OWNED,"Crown Castle USA, LLC",058M,D,002.00,125,monopole
"Crown Castle USA, LLC",WM000330,WM,1010121,36° 0'  0'',-83° 55'  12'',Hutchinson Avenue 1613 ,Knox,Knoxville,Leased,D R P Partnership,081D,D,056.00,140,lattice
"Crown Castle USA, LLC",WM000330,WM,1030740,35° 55'  48'',-84° 1'  48'',Kingston Pike 7501 ,Knox,Knoxville,Leased,"Schaad Management Co., LLC",120F,A,009.00,285,lattice
"Crown Castle USA, LLC",WM000330,WM,1010130,35° 58'  12'',-83° 54'  0'',Laurans Avenue 1931 ,Knox,Knoxville,Leased,"Johnston, James G.",095G,J,004.00,125,monopole
"Crown Castle USA, LLC",WM000330,WM,1036514,35° 57'  36'',-83° 58'  48'',Millard Beets Road 2008 ,Knox,Knoxville,OWNED,"Crown Castle USA, LLC",093N,B,017.03,184,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 57'  36'',-83° 58'  48'',Millard Beets Road 2029 ,Knox,Knoxville,OWNED,"Crown Castle USA, LLC",093N,B,008.00,156,monopole
"Crown Castle USA, LLC",WM000330,WM,1037159,35° 59'  24'',-83° 54'  0'',Nichols Avenue 2500 ,knox,Knoxville,Leased,Mid-State Automotive Distribut,082G,H,003.00,150,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 59'  24'',-83° 59'  24'',Oak Hill Drive 5291,Knox,Knoxville,Leased,Tansi Girl Scout,080J,B,023.00,190,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 59'  24'',-83° 59'  24'',Oak Hill Drive 5291,Knox,Knoxville,Leased,"Wilson, Edgar (Tansi Girl Scout)",080J,B,023.00,116,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 56'  24'',-83° 59'  24'',Old Kingston Pike 4921 ,Knox,Knoxville,Leased,Triad Dev. Company,107N,C,005.00,156,monopole
"Crown Castle USA, LLC",WM000330,WM,1043659,36° 0'  0'',-83° 44'  24'',Oscar Armstrong Road 1123A ,Knox,Knoxville,Leased,"Duncan, Jimmy & Elizabeth ",073,,126.00,292,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  48'',-84° 0'  36'',Papermill Road 6416A ,Knox,Knoxville,Leased,"Turner, James (WVLT-TV)",121A,A,029.00,173,monopole
"Crown Castle USA, LLC",WM000330,WM,1037163,35° 56'  24'',-83° 52'  48'',View Park Dr. 532 ,Knox,Knoxville,Leased,"Kirby, R.L.",109M,B,002.00,165,lattice
"Crown Castle USA, LLC",WM000330,WM,1211776,35° 56'  24'',-83° 52'  48'',View Park Drive 508,Knox,Knoxville,OWNED,"Crown Castle USA, LLC/Pinnacle Towers",109M,B,003.00,120,lattice
"Crown Castle USA, LLC",WM000330,WM,1010132,36° 0'  36'',-83° 54'  36'',Washington Pike 2906 ,Knox,Knoxville,Leased,"Shagan, Barbara Jean",070J,G,001.00,125,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 2'  60'',Winston Road 1701,Knox,Knoxville,Leased,"Bellsouth Telecommunications, Inc.",120J,A,010.00,160,microwave
"Crown Castle USA, LLC",WM000330,WM,1037161,36° 0'  36'',-83° 41'  24'',Atchley Lane 310 ,Knox,Outside,Leased,"Lee, John H.",074,,125.02,285,guyed
"Crown Castle USA, LLC",WM000330,WM,1040659,36° 6'  36'',-83° 54'  0'',Bell Road 7725 ,Knox,Outside,OWNED,"Crown Castle USA, LLC",020,,101.01,185,guyed
"Crown Castle USA, LLC",WM000330,WM,99,35° 51'  36'',-84° 6'  36'',Bluegrass Road 10225,Knox,Outside,Leased,"Busse, Helmut",154,,009.00,194,monopole
"Crown Castle USA, LLC",WM000330,WM,99,0° 0'  0'',-1° 0'  0'',Bridge Avenue 1108 (11tTh St 403),Knox,Outside,OWNED,"Crown Castle USA, LLC",094M,B,005.00,126,monopole
"Crown Castle USA, LLC",WM000330,WM,1227535,36° 6'  36'',-83° 46'  12'',Bud Hawkins Road 8764,Knox,Outside,OWNED,"Crown Castle USA, LLC/Pinnacle Towers",023,,018.01,170,guyed
"Crown Castle USA, LLC",WM000330,WM,1043665,36° 6'  0'',-84° 1'  12'',Bull Run Valley East 1110-a ,Knox,Outside,Leased,"West, Carlous D.",026,,106.00,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1227177,36° 1'  12'',-84° 0'  36'',Callahan Road 711,Knox,Outside,Leased,Hallsdale Powell Utility Dist.,068,,008.02,160,monopole
"Crown Castle USA, LLC",WM000330,WM,1010128,35° 55'  12'',-83° 51'  36'',Chapman Hwy 6727A ,Knox,Outside,Leased,"Taylor, George etux",124,,156.00,156,monopole
"Crown Castle USA, LLC",WM000330,WM,1037152,36° 6'  0'',-84° 2'  60'',Chestnut Ridge Road 10010 ,Knox,Outside,Leased,"Overton, Jim",026,,011.00,290,guyed
"Crown Castle USA, LLC",WM000330,WM,99,35° 49'  48'',-84° 9'  36'',Choto Drive 1733,Knox,Outside,Leased,"Swift, Joseph L.",169,,013.01,190,monopole
"Crown Castle USA, LLC",WM000330,WM,1226718,35° 59'  24'',-84° 7'  48'',Copper Ridge Road 3831,Knox,Outside,Leased,Hillbrook Christian Association,077,,110.00,250,lattice
"Crown Castle USA, LLC",WM000330,WM,1037157,36° 1'  48'',-83° 54'  0'',Demarcus Lane 3529 ,Knox,Outside,Leased,"Marine, Bobby Allen",059J,A,037.01,185,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 58'  48'',-84° 4'  48'',Dyestone Gap Road 3601 ,Knox,Outside,Leased,"Benns, Robert (WCKS Broadcasterw, LTD.)",078,,220.02,140,lattice
"Crown Castle USA, LLC",WM000330,WM,1058043,36° 7'  48'',-83° 55'  12'',Foust Hollow Road 8616 ,Knox,Outside,Leased,"Nelson, Clifford & Shirley Mae",011,,115.00,340,guyed
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 14'  24'',Gallaher Ferry Road West 2417,Knox,Outside,Leased,"Vaughen, Gerald & Sandra",116,,026.00,not given,monopole
"Crown Castle USA, LLC",WM000330,WM,99,36° 0'  0'',-83° 48'  36'',Hayswood Road 1425,Knox,Outside,Leased,"AT & T Mobility, LLC",084,,011.01,160,microwave
"Crown Castle USA, LLC",WM000330,WM,99,35° 53'  24'',-84° 5'  60'',Hidden Glen Lane 745,Knox,Outside,Leased,"Butturini, Jack",144,,008.01,160,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 53'  24'',-84° 5'  60'',Hidden Glen Lane 745A,Knox,Outside,Leased,"Butturini, Jack",144,,008.01,190,monopole
"Crown Castle USA, LLC",WM000330,WM,1225430,35° 55'  12'',-83° 56'  24'',John Hall Road 5208,Knox,Outside,Leased,"Ross, Gary & Jama",122N,D,011.01,220,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 9'  0'',McBride Lane 10901A,Knox,Outside,Leased,"Swift, Joseph L.",131,,015.00,180,monopole
"Crown Castle USA, LLC",WM000330,WM,1010126,35° 53'  24'',-83° 56'  24'',Millsaps Way 3029,Knox,Outside,Leased,"Millsaps, Carl & Flora",135N,A,001.04,156,monopole
"Crown Castle USA, LLC",WM000330,WM,1011162,36° 3'  36'',-83° 55'  48'',Mynatt Road 3123 ,Knox,Outside,Leased,"Waller, Fronia L.",048,,045.00,276,lattice
"Crown Castle USA, LLC",WM000330,WM,1033776,35° 53'  60'',-84° 2'  60'',Nubbin Ridge Road 8357 ,Knox,Outside,Leased,"Jordan, Lawrence ",133,,048.00,197,monopole
"Crown Castle USA, LLC",WM000330,WM,99,35° 53'  60'',-84° 2'  60'',Nubbin Ridge Road 8361 ,Knox,Outside,Leased,"Jordan, Lawrence ",133,,048.00,125,monopole
"Crown Castle USA, LLC",WM000330,WM,99,36° 4'  12'',-83° 52'  48'',Old Tazewell Pike 5612,Knox,Outside,OWNED,"Crown Castle USA, LLC",039K,B,003.00,160,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 5'  60'',Park 40 North Blvd 420,Knox,Outside,Leased,Parkwest Medical Center,119,,018.36,185,monopole
"Crown Castle USA, LLC",WM000330,WM,1214433,36° 7'  12'',-83° 50'  24'',Petree Lane 7411 ,Knox,Outside,Leased,"Roach, Maude ESTATE (Caldwell, Geraldine & Harry)",021,,186.00,275,lattice
"Crown Castle USA, LLC",WM000330,WM,1010359,36° 4'  12'',-84° 0'  36'',Reed Street 607B ,Knox,Outside,Leased,"McGinnis, Iva",037,,058.00,145,lattice
"Crown Castle USA, LLC",WM000330,WM,1033775,36° 0'  36'',-84° 1'  48'',Rhealand Avenue 2922 ,Knox,Outside,Leased,"Cabage, Connie Sue Kirby",067,,219.01,163,lattice
"Crown Castle USA, LLC",WM000330,WM,1033777,35° 53'  24'',-84° 8'  24'',Sagemont Lane 10803,Knox,Outside,Leased,"Adams, Charles R.",143G,C,002.01,185,lattice
"Crown Castle USA, LLC",WM000330,WM,1012406,35° 58'  12'',-84° 4'  12'',Sands Road 2832 ,Knox,Outside,Leased,"Cash, Martha Lynn",091,,267.01,185,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 55'  12'',-84° 7'  12'',Sellers lane 525 (Sherrill Lane 10049 ),Knox,Outside,Leased,"Shagan Family Ptn, LP",118,,002.07,160,monopole
"Crown Castle USA, LLC",WM000330,WM,1010124,35° 58'  48'',-83° 50'  60'',Strawbery Plains Pike 4503A,Knox,Outside,Leased,"Wilson, Verlin & Delia",083O,B,008.00,125,monopole
"Crown Castle USA, LLC",WM000330,WM,1012419,35° 56'  24'',-84° 9'  0'',Thompson Road 2013,Knox,Outside,Leased,"Siddiqi, M. D.Naseemul Haq ",104,,136.01,285,lattice
"Crown Castle USA, LLC",WM000330,WM,99,35° 51'  36'',-84° 10'  48'',Virtue Road 519A ,Knox,Outside,Leased,Town of Faragaut,152,,040.00,185,monopole
"Crown Castle USA, LLC",WM000330,WM,1037153,35° 52'  48'',-84° 13'  48'',Watt Road 562 ,Knox,Outside,Leased,"Shagan, Barbara Jean",141,,070.04,148,monopole
"Crown Castle USA, LLC",WM000330,WM,1246581,35° 53'  60'',-84° 1'  12'',Wrights Ferry Road 1450 ,Knox,Outside,Leased,"Winkle, Charles",133L,C,008.00,181,monopole
"Crown Castle USA, LLC",WM000330,WM,1037116,36° 18'  36'',-89° 27'  0'',Wynnburg (1.75 miles SE of),Lake,Outside,Leased,"Markham Jr., Frank T.",046,,009.04,283,guyed
"Crown Castle USA, LLC",WM000330,WM,1228070,35° 43'  12'',-89° 27'  0'',Carney Road 395,Lauderdale,Outside,Leased,"Spiller, Shirley &  Bill",099,,014.01,310,guyed
